"","Sample_Size","Binomial Mean","Binomial Variance","Poisson Mean","Poisson Variance","Normal mean","Normal variance","BivNorm1mean","BivNorm1variance","BivNorm2mean","BivNorm2Variance"
"152",20,2.9,1.42936288088643,5.5,4.81994459833795,2.62616289482594,6.93072829483111,18.1972430655476,85.7790030541829,44.7873244094337,106.135145020793
"153",20,3.15,1.02770083102493,5.85,7.56509695290859,3.32911254516681,4.1244363828697,17.8610868316944,135.625332563195,46.5492714079481,228.308382463498
"154",20,3.45,2.26869806094183,6.05,7.03324099722992,2.60599241855176,6.79569021114708,15.4133335457749,133.602112276077,43.0319214427135,140.176769086351
"155",20,2.85,3.24376731301939,4.95,3.04432132963989,2.8811734189465,5.81379938936191,15.1889784128806,101.144902236069,42.3617972812384,173.352162401995
"156",20,3.25,2.64542936288089,6,5.7617728531856,2.74238074564392,5.92743188055055,16.3579849200224,94.273597895215,43.5048421204604,195.01868860524
"157",20,3.2,1.39612188365651,5.6,4.80886426592798,2.95398226164664,4.50970419558985,15.0190417422794,54.5984460054271,42.3218689023116,93.2313609181
"158",20,3.4,2.14958448753463,5.8,12.2548476454294,3.19192988992527,9.22321472796422,20.7119531850433,26.9035045023163,48.6860985465849,71.7328506069799
"159",20,3.45,3.15512465373961,5.4,3.4792243767313,3.47181118401246,5.08125158086484,13.469273789796,83.6974772671576,39.2919653687483,184.654343580071
"160",20,2.35,2.35734072022161,6.05,7.36565096952909,4.53431993023916,5.03598052801652,15.597830197974,65.1639284091249,42.3158276101403,94.7589752767172
"161",20,2.9,3.31301939058172,5.05,6.81163434903047,2.95758025222951,8.43323997806561,14.1355723865228,100.431173889146,41.9032402009564,137.124962141328
"162",20,3.15,1.69252077562327,5.9,5.75069252077562,3.9681860531741,5.86656435860439,14.1808685981442,98.721332107422,41.2640922875671,140.872068309903
"163",20,2.75,2.31301939058172,4.7,4.22160664819945,3.20405481147178,3.21069093043002,14.2286711714093,98.4072006607204,41.7396817356881,134.189979445469
"164",20,3.65,1.13850415512465,6,4.3213296398892,4.17986165000115,9.30110838597994,15.0116032164672,76.3035542475122,45.8004851273343,107.544114771309
"165",20,2.9,1.42936288088643,4.8,2.94736842105263,3.33539202593252,7.91553665397236,16.1620831572095,75.1783266490724,43.8201591185268,57.7761548792162
"166",20,3.7,2.78116343490305,5.65,2.24653739612188,2.943405476521,6.39911300594961,15.0921626053958,132.877647060725,40.5937961889747,173.99501134242
"167",20,2.65,1.47091412742382,4.85,4.46260387811634,2.90835439754249,5.83011558336213,17.145761926002,68.3263873945282,45.1205320226165,135.019526408363
"168",20,3.25,3.31024930747922,5.15,5.34903047091413,2.49830110888744,5.29283425111023,13.5455815021101,127.709096008775,40.0896678578196,126.157072237237
"169",20,2.7,3.44598337950139,6.4,10.2382271468144,3.61283776548041,5.63274846598576,12.6761092080675,96.4963782200472,39.3829174904009,233.037787658689
"170",20,2.35,3.02216066481994,4.95,3.93074792243767,2.66231732183358,5.6976993791166,14.4610603558987,44.2835436633563,41.9196893581345,107.240322923686
"171",20,2.95,2.82271468144044,5.95,8.91689750692521,3.25891169143515,9.07956761270016,13.2850479784602,110.773863089714,38.7331603651131,182.659565726092
"172",20,3.2,1.8393351800554,5.3,3.44598337950139,3.35937407369556,5.27755385093022,15.5202022488911,65.4537795266769,39.2753852147325,149.204671342802
"173",20,2.95,3.04432132963989,5.45,7.80886426592798,3.79180131168984,2.66076819828211,16.7312963879056,94.4552947330629,42.1504778967665,123.632476288715
"174",20,2.7,3.66759002770083,5.3,4.99722991689751,4.35445940337571,7.3745470836033,12.5847246607231,75.6244957216244,38.1023653674155,91.7181071913852
"175",20,2.5,2.1606648199446,4.95,4.59556786703601,3.85332991582999,7.7281370643825,19.3932438112764,118.591582084472,46.802148055045,154.866247268095
"176",20,3.4,1.81717451523546,5.35,5.12742382271468,2.96482027770729,4.38602022012711,18.2865217169814,116.413618342707,45.3463605157354,193.517505329915
"177",20,2.95,2.26869806094183,5.65,3.90858725761773,4.40971507081913,5.69906529403847,15.1240614350165,95.980191814824,41.1306780944523,113.474167670847
"178",20,3,1.4404432132964,5.15,5.01662049861496,3.825117343003,8.4215419318708,18.1403459334142,121.512103049694,44.4882650605095,183.454532814611
"179",20,3,2.65927977839335,5.6,5.14127423822715,4.09726121766422,5.29314390329068,16.692716922495,90.8682387599733,45.5093688358272,140.158891981056
"180",20,2.85,1.80332409972299,5.6,6.91412742382272,3.15543540335064,7.31898570988209,11.1510031750902,75.1812982977697,38.9694379562703,138.548254875353
"181",20,2.8,2.83656509695291,5.65,5.57063711911357,3.75173284671851,5.07584465274839,15.5159668136395,72.8044477380035,42.0098828082331,115.623126071958
"182",20,2.7,2.33795013850416,4.85,7.89750692520776,4.01701715873505,8.88724288915758,12.4372934565504,61.3001031154179,39.3442886538944,244.647621736081
"183",20,2.4,2.0387811634349,5.8,7.04709141274238,4.20616519572144,6.28384579114618,15.5050846652684,50.4678841440969,41.7965636443311,65.8096282005688
